FIPS,County name,State,Year,Population
48309,McLennan County,Texas,1990,189123
48311,McMullen County,Texas,1990,817
48313,Madison County,Texas,1990,10931
48315,Marion County,Texas,1990,9984
48317,Martin County,Texas,1990,4956
48319,Mason County,Texas,1990,3423
48321,Matagorda County,Texas,1990,36928
48323,Maverick County,Texas,1990,36378
48325,Medina County,Texas,1990,27312
48327,Menard County,Texas,1990,2252
48329,Midland County,Texas,1990,106611
48331,Milam County,Texas,1990,22946
48333,Mills County,Texas,1990,4531
48335,Mitchell County,Texas,1990,8016
48337,Montague County,Texas,1990,17274
48339,Montgomery County,Texas,1990,182201
48341,Moore County,Texas,1990,17865
48343,Morris County,Texas,1990,13200
48345,Motley County,Texas,1990,1532
48347,Nacogdoches County,Texas,1990,54753
48349,Navarro County,Texas,1990,39926
48351,Newton County,Texas,1990,13569
48353,Nolan County,Texas,1990,16594
48355,Nueces County,Texas,1990,291145
48357,Ochiltree County,Texas,1990,9128
48359,Oldham County,Texas,1990,2278
48361,Orange County,Texas,1990,80509
48363,Palo Pinto County,Texas,1990,25055
48365,Panola County,Texas,1990,22035
48367,Parker County,Texas,1990,64785
48369,Parmer County,Texas,1990,9863
48371,Pecos County,Texas,1990,14675
48373,Polk County,Texas,1990,30687
48375,Potter County,Texas,1990,97841
48377,Presidio County,Texas,1990,6637
48379,Rains County,Texas,1990,6715
48381,Randall County,Texas,1990,89673
48383,Reagan County,Texas,1990,4514
48385,Real County,Texas,1990,2412
48387,Red River County,Texas,1990,14317
48389,Reeves County,Texas,1990,15852
48391,Refugio County,Texas,1990,7976
48393,Roberts County,Texas,1990,1025
48395,Robertson County,Texas,1990,15511
48397,Rockwall County,Texas,1990,25604
48399,Runnels County,Texas,1990,11294
48401,Rusk County,Texas,1990,43735
48403,Sabine County,Texas,1990,9586
48405,San Augustine County,Texas,1990,7999
48407,San Jacinto County,Texas,1990,16372
48409,San Patricio County,Texas,1990,58749
48411,San Saba County,Texas,1990,5401
48413,Schleicher County,Texas,1990,2990
48415,Scurry County,Texas,1990,18634
48417,Shackelford County,Texas,1990,3316
48419,Shelby County,Texas,1990,22034
48421,Sherman County,Texas,1990,2858
48423,Smith County,Texas,1990,151309
48425,Somervell County,Texas,1990,5360
48427,Starr County,Texas,1990,40518
48429,Stephens County,Texas,1990,9010
48431,Sterling County,Texas,1990,1438
48433,Stonewall County,Texas,1990,2013
48435,Sutton County,Texas,1990,4135
48437,Swisher County,Texas,1990,8133
48439,Tarrant County,Texas,1990,1170103
48441,Taylor County,Texas,1990,119655
48443,Terrell County,Texas,1990,1410
48445,Terry County,Texas,1990,13218
48447,Throckmorton County,Texas,1990,1880
48449,Titus County,Texas,1990,24009
48451,Tom Green County,Texas,1990,98458
48453,Travis County,Texas,1990,576407
48455,Trinity County,Texas,1990,11445
48457,Tyler County,Texas,1990,16646
48459,Upshur County,Texas,1990,31370
48461,Upton County,Texas,1990,4447
48463,Uvalde County,Texas,1990,23340
48465,Val Verde County,Texas,1990,38721
48467,Van Zandt County,Texas,1990,37944
48469,Victoria County,Texas,1990,74361
48471,Walker County,Texas,1990,50917
48473,Waller County,Texas,1990,23374
48475,Ward County,Texas,1990,13115
48477,Washington County,Texas,1990,26154
48479,Webb County,Texas,1990,133239
48481,Wharton County,Texas,1990,39955
48483,Wheeler County,Texas,1990,5879
48485,Wichita County,Texas,1990,122378
48487,Wilbarger County,Texas,1990,15121
48489,Willacy County,Texas,1990,17705
48491,Williamson County,Texas,1990,139551
48493,Wilson County,Texas,1990,22650
48495,Winkler County,Texas,1990,8626
48497,Wise County,Texas,1990,34679
48499,Wood County,Texas,1990,29380
48501,Yoakum County,Texas,1990,8786
48503,Young County,Texas,1990,18126
48505,Zapata County,Texas,1990,9279
48507,Zavala County,Texas,1990,12162
47001,Anderson County,Tennessee,1990,68250
47003,Bedford County,Tennessee,1990,30411
47005,Benton County,Tennessee,1990,14524
47007,Bledsoe County,Tennessee,1990,9669
47009,Blount County,Tennessee,1990,85962
47011,Bradley County,Tennessee,1990,73712
47013,Campbell County,Tennessee,1990,35079
47015,Cannon County,Tennessee,1990,10467
47017,Carroll County,Tennessee,1990,27514
47019,Carter County,Tennessee,1990,51505
47021,Cheatham County,Tennessee,1990,27140
47023,Chester County,Tennessee,1990,12819
47025,Claiborne County,Tennessee,1990,26137
47027,Clay County,Tennessee,1990,7238
47029,Cocke County,Tennessee,1990,29141
47031,Coffee County,Tennessee,1990,40343
47033,Crockett County,Tennessee,1990,13378
47035,Cumberland County,Tennessee,1990,34736
47037,Davidson County,Tennessee,1990,510786
47039,Decatur County,Tennessee,1990,10472
47041,DeKalb County,Tennessee,1990,14360
47043,Dickson County,Tennessee,1990,35061
47045,Dyer County,Tennessee,1990,34854
47047,Fayette County,Tennessee,1990,25559
47049,Fentress County,Tennessee,1990,14669
47051,Franklin County,Tennessee,1990,34923
47053,Gibson County,Tennessee,1990,46315
47055,Giles County,Tennessee,1990,25741
47057,Grainger County,Tennessee,1990,17095
47059,Greene County,Tennessee,1990,55832
47061,Grundy County,Tennessee,1990,13362
47063,Hamblen County,Tennessee,1990,50480
47065,Hamilton County,Tennessee,1990,285536
47067,Hancock County,Tennessee,1990,6739
47069,Hardeman County,Tennessee,1990,23377
47071,Hardin County,Tennessee,1990,22633
47073,Hawkins County,Tennessee,1990,44565
47075,Haywood County,Tennessee,1990,19437
47077,Henderson County,Tennessee,1990,21844
47079,Henry County,Tennessee,1990,27888
47081,Hickman County,Tennessee,1990,16754
47083,Houston County,Tennessee,1990,7018
47085,Humphreys County,Tennessee,1990,15813
47087,Jackson County,Tennessee,1990,9297
47089,Jefferson County,Tennessee,1990,33016
47091,Johnson County,Tennessee,1990,13766
47093,Knox County,Tennessee,1990,335749
47095,Lake County,Tennessee,1990,7129
47097,Lauderdale County,Tennessee,1990,23491
47099,Lawrence County,Tennessee,1990,35303
47101,Lewis County,Tennessee,1990,9247
47103,Lincoln County,Tennessee,1990,28157
47105,Loudon County,Tennessee,1990,31255
47107,McMinn County,Tennessee,1990,42383
47109,McNairy County,Tennessee,1990,22422
47111,Macon County,Tennessee,1990,15906
47113,Madison County,Tennessee,1990,77982
47115,Marion County,Tennessee,1990,24683
47117,Marshall County,Tennessee,1990,21539
47119,Maury County,Tennessee,1990,54812
47121,Meigs County,Tennessee,1990,8033
47123,Monroe County,Tennessee,1990,30541
47125,Montgomery County,Tennessee,1990,100498
47127,Moore County,Tennessee,1990,4696
47129,Morgan County,Tennessee,1990,17300
47131,Obion County,Tennessee,1990,31717
47133,Overton County,Tennessee,1990,17636
47135,Perry County,Tennessee,1990,6612
47137,Pickett County,Tennessee,1990,4548
47139,Polk County,Tennessee,1990,13643
47141,Putnam County,Tennessee,1990,51373
47143,Rhea County,Tennessee,1990,24344
47145,Roane County,Tennessee,1990,47227
47147,Robertson County,Tennessee,1990,41492
47149,Rutherford County,Tennessee,1990,118570
47151,Scott County,Tennessee,1990,18358
47153,Sequatchie County,Tennessee,1990,8863
47155,Sevier County,Tennessee,1990,51050
47157,Shelby County,Tennessee,1990,826330
47159,Smith County,Tennessee,1990,14143
47161,Stewart County,Tennessee,1990,9479
47163,Sullivan County,Tennessee,1990,143596
47165,Sumner County,Tennessee,1990,103281
47167,Tipton County,Tennessee,1990,37568
47169,Trousdale County,Tennessee,1990,5920
47171,Unicoi County,Tennessee,1990,16549
47173,Union County,Tennessee,1990,13694
47175,Van Buren County,Tennessee,1990,4846
47177,Warren County,Tennessee,1990,32992
47179,Washington County,Tennessee,1990,92336
47181,Wayne County,Tennessee,1990,13935
47183,Weakley County,Tennessee,1990,31972
47185,White County,Tennessee,1990,20090
47187,Williamson County,Tennessee,1990,81021
47189,Wilson County,Tennessee,1990,67675
45001,Abbeville County,South Carolina,1990,23862
45003,Aiken County,South Carolina,1990,120991
45005,Allendale County,South Carolina,1990,11727
45007,Anderson County,South Carolina,1990,145177
45009,Bamberg County,South Carolina,1990,16902
45011,Barnwell County,South Carolina,1990,20293
45013,Beaufort County,South Carolina,1990,86425
45015,Berkeley County,South Carolina,1990,128658
45017,Calhoun County,South Carolina,1990,12753
45019,Charleston County,South Carolina,1990,295159
45021,Cherokee County,South Carolina,1990,44506
45023,Chester County,South Carolina,1990,32170
45025,Chesterfield County,South Carolina,1990,38575
45027,Clarendon County,South Carolina,1990,28450
45029,Colleton County,South Carolina,1990,34377
45031,Darlington County,South Carolina,1990,61851
45033,Dillon County,South Carolina,1990,29114
45035,Dorchester County,South Carolina,1990,83060
45037,Edgefield County,South Carolina,1990,18360
45039,Fairfield County,South Carolina,1990,22295
45041,Florence County,South Carolina,1990,114344
45043,Georgetown County,South Carolina,1990,46302
45045,Greenville County,South Carolina,1990,320127
45047,Greenwood County,South Carolina,1990,59567
45049,Hampton County,South Carolina,1990,18186
45051,Horry County,South Carolina,1990,144053
45053,Jasper County,South Carolina,1990,15487
45055,Kershaw County,South Carolina,1990,43599
45057,Lancaster County,South Carolina,1990,54516
45059,Laurens County,South Carolina,1990,58132
45061,Lee County,South Carolina,1990,18437
45063,Lexington County,South Carolina,1990,167526
45065,McCormick County,South Carolina,1990,8868
45067,Marion County,South Carolina,1990,33899
45069,Marlboro County,South Carolina,1990,29716
45071,Newberry County,South Carolina,1990,33172
45073,Oconee County,South Carolina,1990,57494
45075,Orangeburg County,South Carolina,1990,84804
45077,Pickens County,South Carolina,1990,93896
45079,Richland County,South Carolina,1990,286321
45081,Saluda County,South Carolina,1990,16441
45083,Spartanburg County,South Carolina,1990,226793
45085,Sumter County,South Carolina,1990,101276
45087,Union County,South Carolina,1990,30337
45089,Williamsburg County,South Carolina,1990,36815
45091,York County,South Carolina,1990,131497
44001,Bristol County,Rhode Island,1990,48859
44003,Kent County,Rhode Island,1990,161143
44005,Newport County,Rhode Island,1990,87194
44007,Providence County,Rhode Island,1990,596270
44009,Washington County,Rhode Island,1990,109998
42001,Adams County,Pennsylvania,1990,78274
42003,Allegheny County,Pennsylvania,1990,1336449
42005,Armstrong County,Pennsylvania,1990,73478
42007,Beaver County,Pennsylvania,1990,186093
42009,Bedford County,Pennsylvania,1990,47919
42011,Berks County,Pennsylvania,1990,336523
42013,Blair County,Pennsylvania,1990,130542
42015,Bradford County,Pennsylvania,1990,60967
42017,Bucks County,Pennsylvania,1990,541174
42019,Butler County,Pennsylvania,1990,152013
42021,Cambria County,Pennsylvania,1990,163062
42023,Cameron County,Pennsylvania,1990,5913
42025,Carbon County,Pennsylvania,1990,56803
42027,Centre County,Pennsylvania,1990,124812
42029,Chester County,Pennsylvania,1990,376389
42031,Clarion County,Pennsylvania,1990,41699
42033,Clearfield County,Pennsylvania,1990,78097
42035,Clinton County,Pennsylvania,1990,37182
42037,Columbia County,Pennsylvania,1990,63202
42039,Crawford County,Pennsylvania,1990,86166
42041,Cumberland County,Pennsylvania,1990,195257
42043,Dauphin County,Pennsylvania,1990,237813
42045,Delaware County,Pennsylvania,1990,547658
42047,Elk County,Pennsylvania,1990,34878
42049,Erie County,Pennsylvania,1990,275575
42051,Fayette County,Pennsylvania,1990,145351
42053,Forest County,Pennsylvania,1990,4802
42055,Franklin County,Pennsylvania,1990,121082
42057,Fulton County,Pennsylvania,1990,13837
42059,Greene County,Pennsylvania,1990,39550
42061,Huntingdon County,Pennsylvania,1990,44164
42063,Indiana County,Pennsylvania,1990,89994
42065,Jefferson County,Pennsylvania,1990,46083
42067,Juniata County,Pennsylvania,1990,20625
42069,Lackawanna County,Pennsylvania,1990,219097
42071,Lancaster County,Pennsylvania,1990,422822
42073,Lawrence County,Pennsylvania,1990,96246
42075,Lebanon County,Pennsylvania,1990,113744
42077,Lehigh County,Pennsylvania,1990,291130
42079,Luzerne County,Pennsylvania,1990,328149
42081,Lycoming County,Pennsylvania,1990,118710
42083,McKean County,Pennsylvania,1990,47131
42085,Mercer County,Pennsylvania,1990,121003
42087,Mifflin County,Pennsylvania,1990,46197
42089,Monroe County,Pennsylvania,1990,95681
42091,Montgomery County,Pennsylvania,1990,678193
42093,Montour County,Pennsylvania,1990,17735
42095,Northampton County,Pennsylvania,1990,247110
42097,Northumberland County,Pennsylvania,1990,96771
42099,Perry County,Pennsylvania,1990,41172
42101,Philadelphia County,Pennsylvania,1990,1585577
42103,Pike County,Pennsylvania,1990,28032
42105,Potter County,Pennsylvania,1990,16717
42107,Schuylkill County,Pennsylvania,1990,152585
42109,Snyder County,Pennsylvania,1990,36680
42111,Somerset County,Pennsylvania,1990,78218
42113,Sullivan County,Pennsylvania,1990,6104
42115,Susquehanna County,Pennsylvania,1990,40380
42117,Tioga County,Pennsylvania,1990,41126
42119,Union County,Pennsylvania,1990,36176
42121,Venango County,Pennsylvania,1990,59381
42123,Warren County,Pennsylvania,1990,45050
42125,Washington County,Pennsylvania,1990,204584
42127,Wayne County,Pennsylvania,1990,39944
42129,Westmoreland County,Pennsylvania,1990,370321
42131,Wyoming County,Pennsylvania,1990,28076
42133,York County,Pennsylvania,1990,339574
41001,Baker County,Oregon,1990,15317
41003,Benton County,Oregon,1990,70811
41005,Clackamas County,Oregon,1990,278850
41007,Clatsop County,Oregon,1990,33301
41009,Columbia County,Oregon,1990,37557
41011,Coos County,Oregon,1990,60273
41013,Crook County,Oregon,1990,14111
41015,Curry County,Oregon,1990,19327
41017,Deschutes County,Oregon,1990,74976
41019,Douglas County,Oregon,1990,94649
41021,Gilliam County,Oregon,1990,1717
41023,Grant County,Oregon,1990,7853
41025,Harney County,Oregon,1990,7060
41027,Hood River County,Oregon,1990,16903
41029,Jackson County,Oregon,1990,146387
41031,Jefferson County,Oregon,1990,13676
41033,Josephine County,Oregon,1990,62649
41035,Klamath County,Oregon,1990,57702
41037,Lake County,Oregon,1990,7186
41039,Lane County,Oregon,1990,282912
41041,Lincoln County,Oregon,1990,38889
41043,Linn County,Oregon,1990,91227
41045,Malheur County,Oregon,1990,26038
41047,Marion County,Oregon,1990,228483
41049,Morrow County,Oregon,1990,7625
41051,Multnomah County,Oregon,1990,583887
41053,Polk County,Oregon,1990,49541
41055,Sherman County,Oregon,1990,1918
41057,Tillamook County,Oregon,1990,21570
41059,Umatilla County,Oregon,1990,59249
41061,Union County,Oregon,1990,23598
41063,Wallowa County,Oregon,1990,6911
41065,Wasco County,Oregon,1990,21683
41067,Washington County,Oregon,1990,311554
41069,Wheeler County,Oregon,1990,1396
41071,Yamhill County,Oregon,1990,65551
40001,Adair County,Oklahoma,1990,18421
40003,Alfalfa County,Oklahoma,1990,6416
40005,Atoka County,Oklahoma,1990,12778
40007,Beaver County,Oklahoma,1990,6023
40009,Beckham County,Oklahoma,1990,18812
40011,Blaine County,Oklahoma,1990,11470
40013,Bryan County,Oklahoma,1990,32089
40015,Caddo County,Oklahoma,1990,29550
40017,Canadian County,Oklahoma,1990,74409
40019,Carter County,Oklahoma,1990,42919
40021,Cherokee County,Oklahoma,1990,34049
40023,Choctaw County,Oklahoma,1990,15302
40025,Cimarron County,Oklahoma,1990,3301
40027,Cleveland County,Oklahoma,1990,174253
40029,Coal County,Oklahoma,1990,5780
40031,Comanche County,Oklahoma,1990,111486
40033,Cotton County,Oklahoma,1990,6651
40035,Craig County,Oklahoma,1990,14104
40037,Creek County,Oklahoma,1990,60915
40039,Custer County,Oklahoma,1990,26897
40041,Delaware County,Oklahoma,1990,28070
40043,Dewey County,Oklahoma,1990,5551
40045,Ellis County,Oklahoma,1990,4497
40047,Garfield County,Oklahoma,1990,56735
40049,Garvin County,Oklahoma,1990,26605
40051,Grady County,Oklahoma,1990,41747
40053,Grant County,Oklahoma,1990,5689
40055,Greer County,Oklahoma,1990,6559
40057,Harmon County,Oklahoma,1990,3793
40059,Harper County,Oklahoma,1990,4063
40061,Haskell County,Oklahoma,1990,10940
40063,Hughes County,Oklahoma,1990,13014
40065,Jackson County,Oklahoma,1990,28764
40067,Jefferson County,Oklahoma,1990,7010
40069,Johnston County,Oklahoma,1990,10032
40071,Kay County,Oklahoma,1990,48056
40073,Kingfisher County,Oklahoma,1990,13212
40075,Kiowa County,Oklahoma,1990,11347
40077,Latimer County,Oklahoma,1990,10333
40079,Le Flore County,Oklahoma,1990,43270
